account_id,client_name,advisor_name,region,segment,account_type,asset_class,allocation_pct,market_value
A00274,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Fixed Income,0.2784,47959.24
A00274,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.0855,14724.69
A00274,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Alternatives,0.0109,1876.14
A00275,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,US Equity,0.3972,42710.24
A00275,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,International Equity,0.1691,18184.68
A00275,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Fixed Income,0.2699,29021.12
A00275,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.1019,10963.18
A00275,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,401(k) Rollover,Alternatives,0.0619,6658.92
A00276,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Trust,US Equity,0.4492,97075.27
A00276,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Trust,International Equity,0.1786,38587.52
A00276,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Trust,Fixed Income,0.2773,59920.58
A00276,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Trust,Cash & Equivalents,0.0856,18493.36
A00276,Barbara Vance,Tomas Herrera,Northeast,Mass Affluent,Trust,Alternatives,0.0094,2035.82
A00277,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,US Equity,0.4573,37044.13
A00277,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,International Equity,0.1515,12269.95
A00277,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Fixed Income,0.2765,22396.54
A00277,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.1057,8559.47
A00277,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Roth IRA,Alternatives,0.0091,734.69
A00278,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,US Equity,0.4172,35477.76
A00278,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,International Equity,0.1619,13767.9
A00278,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Fixed Income,0.2937,24977.17
A00278,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0735,6246.55
A00278,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Traditional IRA,Alternatives,0.0537,4564.26
A00279,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Trust,US Equity,0.4117,62126.82
A00279,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Trust,International Equity,0.1682,25381.38
A00279,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Trust,Fixed Income,0.3244,48955.89
A00279,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Trust,Cash & Equivalents,0.0867,13083.16
A00279,Joshua Hollis,Tomas Herrera,Northeast,Mass Affluent,Trust,Alternatives,0.0091,1370.8
A00280,James Bergeron,Aisha Bello,Northeast,Mass Affluent,401(k) Rollover,US Equity,0.5209,136468.99
A00280,James Bergeron,Aisha Bello,Northeast,Mass Affluent,401(k) Rollover,International Equity,0.0937,24561.7
A00280,James Bergeron,Aisha Bello,Northeast,Mass Affluent,401(k) Rollover,Fixed Income,0.2565,67209.52
A00280,James Bergeron,Aisha Bello,Northeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0698,18291.05
A00280,James Bergeron,Aisha Bello,Northeast,Mass Affluent,401(k) Rollover,Alternatives,0.059,15463.68
A00281,James Bergeron,Aisha Bello,Northeast,Mass Affluent,Roth IRA,US Equity,0.4467,181494.27
A00281,James Bergeron,Aisha Bello,Northeast,Mass Affluent,Roth IRA,International Equity,0.1418,57614.99
A00281,James Bergeron,Aisha Bello,Northeast,Mass Affluent,Roth IRA,Fixed Income,0.2299,93428.83
A00281,James Bergeron,Aisha Bello,Northeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.1187,48219.9
A00281,James Bergeron,Aisha Bello,Northeast,Mass Affluent,Roth IRA,Alternatives,0.0629,25566.51
A00282,Amanda Quinlan,Elise Fontaine,Southeast,Mass Affluent,401(k) Rollover,US Equity,0.4413,94467.12
A00282,Amanda Quinlan,Elise Fontaine,Southeast,Mass Affluent,401(k) Rollover,International Equity,0.2037,43612.39
A00282,Amanda Quinlan,Elise Fontaine,Southeast,Mass Affluent,401(k) Rollover,Fixed Income,0.2484,53167.78
A00282,Amanda Quinlan,Elise Fontaine,Southeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0937,20061.64
A00282,Amanda Quinlan,Elise Fontaine,Southeast,Mass Affluent,401(k) Rollover,Alternatives,0.0129,2759.21
A00283,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Traditional IRA,US Equity,0.418,544462.82
A00283,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Traditional IRA,International Equity,0.1606,209247.44
A00283,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Traditional IRA,Fixed Income,0.2322,302403.16
A00283,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Traditional IRA,Cash & Equivalents,0.0526,68499.79
A00283,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Traditional IRA,Alternatives,0.1366,177992.72
A00284,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Roth IRA,US Equity,0.3498,189160.7
A00284,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Roth IRA,International Equity,0.1832,99059.31
A00284,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Roth IRA,Fixed Income,0.2987,161527.99
A00284,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Roth IRA,Cash & Equivalents,0.0435,23506.27
A00284,Ronald Kirkland,Marcus Ellery,Midwest,High Net Worth,Roth IRA,Alternatives,0.125,67591.02
A00285,Steven Ferreira,Priya Raghunathan,Midwest,Mass Affluent,Traditional IRA,US Equity,0.4714,197855.89
A00285,Steven Ferreira,Priya Raghunathan,Midwest,Mass Affluent,Traditional IRA,International Equity,0.1576,66151.55
A00285,Steven Ferreira,Priya Raghunathan,Midwest,Mass Affluent,Traditional IRA,Fixed Income,0.3024,126912.59
A00285,Steven Ferreira,Priya Raghunathan,Midwest,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0549,23057.86
A00285,Steven Ferreira,Priya Raghunathan,Midwest,Mass Affluent,Traditional IRA,Alternatives,0.0136,5699.76
A00286,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Traditional IRA,US Equity,0.4256,355833.01
A00286,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Traditional IRA,International Equity,0.2207,184565.85
A00286,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Traditional IRA,Fixed Income,0.2187,182819.02
A00286,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Traditional IRA,Cash & Equivalents,0.0467,39019.44
A00286,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Traditional IRA,Alternatives,0.0883,73866.52
A00287,Brian Vance,Nina Castellanos,Southeast,High Net Worth,401(k) Rollover,US Equity,0.3636,179513.82
A00287,Brian Vance,Nina Castellanos,Southeast,High Net Worth,401(k) Rollover,International Equity,0.1711,84472.1
A00287,Brian Vance,Nina Castellanos,Southeast,High Net Worth,401(k) Rollover,Fixed Income,0.2827,139591.88
A00287,Brian Vance,Nina Castellanos,Southeast,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0887,43818.94
A00287,Brian Vance,Nina Castellanos,Southeast,High Net Worth,401(k) Rollover,Alternatives,0.0939,46380.2
A00288,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Trust,US Equity,0.4575,250099.95
A00288,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Trust,International Equity,0.2275,124373.45
A00288,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Trust,Fixed Income,0.1972,107803.08
A00288,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Trust,Cash & Equivalents,0.0392,21417.34
A00288,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Trust,Alternatives,0.0787,43025.05
A00289,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Roth IRA,US Equity,0.4091,198117.95
A00289,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Roth IRA,International Equity,0.1848,89500.17
A00289,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Roth IRA,Fixed Income,0.2233,108144.63
A00289,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Roth IRA,Cash & Equivalents,0.0492,23824.9
A00289,Brian Vance,Nina Castellanos,Southeast,High Net Worth,Roth IRA,Alternatives,0.1336,64723.24
A00290,Andrew Delacroix,Warren Tsai,West,Mass Affluent,Trust,US Equity,0.4311,60989.51
A00290,Andrew Delacroix,Warren Tsai,West,Mass Affluent,Trust,International Equity,0.1226,17343.04
A00290,Andrew Delacroix,Warren Tsai,West,Mass Affluent,Trust,Fixed Income,0.3103,43908.63
A00290,Andrew Delacroix,Warren Tsai,West,Mass Affluent,Trust,Cash & Equivalents,0.1206,17058.74
A00290,Andrew Delacroix,Warren Tsai,West,Mass Affluent,Trust,Alternatives,0.0154,2182.93
A00291,Andrew Delacroix,Warren Tsai,West,Mass Affluent,401(k) Rollover,US Equity,0.4708,60217.32
A00291,Andrew Delacroix,Warren Tsai,West,Mass Affluent,401(k) Rollover,International Equity,0.1512,19337.18
A00291,Andrew Delacroix,Warren Tsai,West,Mass Affluent,401(k) Rollover,Fixed Income,0.2272,29061.59
A00291,Andrew Delacroix,Warren Tsai,West,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0899,11494.68
A00291,Andrew Delacroix,Warren Tsai,West,Mass Affluent,401(k) Rollover,Alternatives,0.0609,7787.5
A00293,Ashley Pemberton,Camille Okafor,West,Mass Affluent,401(k) Rollover,US Equity,0.4513,21800.79
A00293,Ashley Pemberton,Camille Okafor,West,Mass Affluent,401(k) Rollover,International Equity,0.1314,6344.48
A00293,Ashley Pemberton,Camille Okafor,West,Mass Affluent,401(k) Rollover,Fixed Income,0.2831,13673.83
A00293,Ashley Pemberton,Camille Okafor,West,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0782,3775.28
A00293,Ashley Pemberton,Camille Okafor,West,Mass Affluent,401(k) Rollover,Alternatives,0.056,2707.12
A00294,Amanda Delacroix,Declan Moreau,West,High Net Worth,Taxable Brokerage,US Equity,0.3935,499915.94
A00294,Amanda Delacroix,Declan Moreau,West,High Net Worth,Taxable Brokerage,International Equity,0.2283,290019.94
A00294,Amanda Delacroix,Declan Moreau,West,High Net Worth,Taxable Brokerage,Fixed Income,0.2102,267042.2
A00294,Amanda Delacroix,Declan Moreau,West,High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0451,57339.75
A00294,Amanda Delacroix,Declan Moreau,West,High Net Worth,Taxable Brokerage,Alternatives,0.1228,155986.31
A00295,Amanda Delacroix,Declan Moreau,West,High Net Worth,Traditional IRA,US Equity,0.3598,271378.3
A00295,Amanda Delacroix,Declan Moreau,West,High Net Worth,Traditional IRA,International Equity,0.24,181023.97
A00295,Amanda Delacroix,Declan Moreau,West,High Net Worth,Traditional IRA,Fixed Income,0.2474,186582.4
A00295,Amanda Delacroix,Declan Moreau,West,High Net Worth,Traditional IRA,Cash & Equivalents,0.0521,39315.08
A00295,Amanda Delacroix,Declan Moreau,West,High Net Worth,Traditional IRA,Alternatives,0.1006,75866.63
A00296,Maria Anderson,Warren Tsai,West,High Net Worth,Traditional IRA,US Equity,0.4222,463021.26
A00296,Maria Anderson,Warren Tsai,West,High Net Worth,Traditional IRA,International Equity,0.2045,224278.54
A00296,Maria Anderson,Warren Tsai,West,High Net Worth,Traditional IRA,Fixed Income,0.1761,193162.51
A00296,Maria Anderson,Warren Tsai,West,High Net Worth,Traditional IRA,Cash & Equivalents,0.0625,68486.5
A00296,Maria Anderson,Warren Tsai,West,High Net Worth,Traditional IRA,Alternatives,0.1346,147643.42
A00297,Maria Anderson,Warren Tsai,West,High Net Worth,401(k) Rollover,US Equity,0.4308,660007.25
A00297,Maria Anderson,Warren Tsai,West,High Net Worth,401(k) Rollover,International Equity,0.1878,287692.73
A00297,Maria Anderson,Warren Tsai,West,High Net Worth,401(k) Rollover,Fixed Income,0.2727,417808.95
A00297,Maria Anderson,Warren Tsai,West,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0122,18663.42
A00297,Maria Anderson,Warren Tsai,West,High Net Worth,401(k) Rollover,Alternatives,0.0965,147863.06
A00298,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Trust,US Equity,0.4284,58288.0
A00298,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Trust,International Equity,0.1471,20020.4
A00298,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Trust,Fixed Income,0.2742,37311.78
A00298,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Trust,Cash & Equivalents,0.0836,11378.37
A00298,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Trust,Alternatives,0.0666,9057.5
A00299,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Taxable Brokerage,US Equity,0.4604,143121.25
A00299,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Taxable Brokerage,International Equity,0.1597,49639.42
A00299,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Taxable Brokerage,Fixed Income,0.2835,88134.24
A00299,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Taxable Brokerage,Cash & Equivalents,0.0868,26975.19
A00299,Ronald Ferreira,Camille Okafor,West,Mass Affluent,Taxable Brokerage,Alternatives,0.0096,2991.5
A00300,Linda Brennan,Dana Whitfield,Midwest,High Net Worth,Roth IRA,US Equity,0.3992,1821416.18
A00300,Linda Brennan,Dana Whitfield,Midwest,High Net Worth,Roth IRA,International Equity,0.1671,762158.41
A00300,Linda Brennan,Dana Whitfield,Midwest,High Net Worth,Roth IRA,Fixed Income,0.3202,1460963.88
A00300,Linda Brennan,Dana Whitfield,Midwest,High Net Worth,Roth IRA,Cash & Equivalents,0.0333,151898.37
A00300,Linda Brennan,Dana Whitfield,Midwest,High Net Worth,Roth IRA,Alternatives,0.0802,365989.91
A00301,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Traditional IRA,US Equity,0.4292,32953.56
A00301,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Traditional IRA,International Equity,0.1504,11544.09
A00301,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Traditional IRA,Fixed Income,0.2908,22324.74
A00301,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.1072,8232.04
A00301,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Traditional IRA,Alternatives,0.0225,1724.5
A00302,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,US Equity,0.4791,36850.92
A00302,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,International Equity,0.1696,13044.22
A00302,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Fixed Income,0.2691,20696.19
A00302,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0722,5554.99
A00302,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,401(k) Rollover,Alternatives,0.0099,764.53
A00303,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Roth IRA,US Equity,0.5094,86452.8
A00303,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Roth IRA,International Equity,0.145,24604.83
A00303,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Roth IRA,Fixed Income,0.2625,44544.28
A00303,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Roth IRA,Cash & Equivalents,0.053,8990.02
A00303,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Roth IRA,Alternatives,0.0302,5118.24
A00304,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Trust,US Equity,0.4955,21774.04
A00304,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Trust,International Equity,0.1541,6770.58
A00304,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Trust,Fixed Income,0.284,12482.27
A00304,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Trust,Cash & Equivalents,0.0561,2466.87
A00304,Michael Thorne,Rowan Blackwell,Southeast,Mass Affluent,Trust,Alternatives,0.0103,450.86
A00305,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,401(k) Rollover,US Equity,0.4752,64404.89
A00305,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,401(k) Rollover,International Equity,0.1227,16624.23
A00305,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,401(k) Rollover,Fixed Income,0.2962,40135.36
A00305,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,401(k) Rollover,Cash & Equivalents,0.0966,13092.23
A00305,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,401(k) Rollover,Alternatives,0.0093,1262.46
A00306,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,US Equity,0.4286,62408.43
A00306,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,International Equity,0.14,20388.81
A00306,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Fixed Income,0.2811,40930.86
A00306,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Cash & Equivalents,0.1012,14728.94
A00306,Ryan Vasquez,Marcus Ellery,Midwest,Mass Affluent,Roth IRA,Alternatives,0.0491,7152.66
A00307,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Trust,US Equity,0.4717,913888.81
A00307,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Trust,International Equity,0.1468,284344.97
A00307,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Trust,Fixed Income,0.2011,389686.41
A00307,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Trust,Cash & Equivalents,0.0631,122196.98
A00307,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Trust,Alternatives,0.1173,227201.81
A00308,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Taxable Brokerage,US Equity,0.414,431543.69
A00308,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Taxable Brokerage,International Equity,0.2052,213912.23
A00308,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Taxable Brokerage,Fixed Income,0.2318,241630.56
A00308,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0309,32168.52
A00308,Elizabeth Vasquez,Marcus Ellery,Midwest,High Net Worth,Taxable Brokerage,Alternatives,0.1181,123105.98
A00309,Deborah Ibarra,Tomas Herrera,Northeast,Mass Affluent,Trust,US Equity,0.4357,139057.63
A00309,Deborah Ibarra,Tomas Herrera,Northeast,Mass Affluent,Trust,International Equity,0.1853,59153.99
A00309,Deborah Ibarra,Tomas Herrera,Northeast,Mass Affluent,Trust,Fixed Income,0.2926,93397.65
A00309,Deborah Ibarra,Tomas Herrera,Northeast,Mass Affluent,Trust,Cash & Equivalents,0.0772,24637.14
A00309,Deborah Ibarra,Tomas Herrera,Northeast,Mass Affluent,Trust,Alternatives,0.0092,2940.58
A00310,Paul Pemberton,Grant Sheffield,Northeast,Mass Affluent,Traditional IRA,US Equity,0.4751,589149.16
A00310,Paul Pemberton,Grant Sheffield,Northeast,Mass Affluent,Traditional IRA,International Equity,0.2016,249982.62
A00310,Paul Pemberton,Grant Sheffield,Northeast,Mass Affluent,Traditional IRA,Fixed Income,0.2273,281899.03
A00310,Paul Pemberton,Grant Sheffield,Northeast,Mass Affluent,Traditional IRA,Cash & Equivalents,0.0866,107369.73
A00310,Paul Pemberton,Grant Sheffield,Northeast,Mass Affluent,Traditional IRA,Alternatives,0.0094,11609.49
A00312,William Zabala,Warren Tsai,West,Mass Affluent,Traditional IRA,US Equity,0.4585,34642.14
A00312,William Zabala,Warren Tsai,West,Mass Affluent,Traditional IRA,International Equity,0.1699,12841.88
A00312,William Zabala,Warren Tsai,West,Mass Affluent,Traditional IRA,Fixed Income,0.2993,22616.91
A00312,William Zabala,Warren Tsai,West,Mass Affluent,Traditional IRA,Cash & Equivalents,0.063,4757.9
A00312,William Zabala,Warren Tsai,West,Mass Affluent,Traditional IRA,Alternatives,0.0093,704.09
A00313,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,401(k) Rollover,US Equity,0.4395,400531.44
A00313,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,401(k) Rollover,International Equity,0.1281,116768.23
A00313,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,401(k) Rollover,Fixed Income,0.2628,239557.8
A00313,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0202,18433.05
A00313,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,401(k) Rollover,Alternatives,0.1494,136124.51
A00314,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Roth IRA,US Equity,0.3855,430988.27
A00314,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Roth IRA,International Equity,0.1555,173879.64
A00314,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Roth IRA,Fixed Income,0.2209,246977.17
A00314,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Roth IRA,Cash & Equivalents,0.1291,144291.3
A00314,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Roth IRA,Alternatives,0.109,121799.78
A00315,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Trust,US Equity,0.3693,335731.75
A00315,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Trust,International Equity,0.1627,147968.63
A00315,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Trust,Fixed Income,0.2751,250116.72
A00315,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Trust,Cash & Equivalents,0.0892,81105.45
A00315,Ronald Tavares,Grant Sheffield,Northeast,High Net Worth,Trust,Alternatives,0.1037,94281.12
A00316,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,US Equity,0.3955,778394.21
A00316,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,International Equity,0.1989,391586.77
A00316,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Fixed Income,0.2437,479624.18
A00316,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Cash & Equivalents,0.0097,19038.49
A00316,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Alternatives,0.1523,299731.66
A00317,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Roth IRA,US Equity,0.5111,1044539.82
A00317,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Roth IRA,International Equity,0.1576,322187.44
A00317,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Roth IRA,Fixed Income,0.229,468032.3
A00317,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Roth IRA,Cash & Equivalents,0.0603,123150.25
A00317,William Delacroix,Tomas Herrera,Northeast,High Net Worth,Roth IRA,Alternatives,0.042,85943.72
A00318,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,Taxable Brokerage,US Equity,0.4517,336000.46
A00318,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,Taxable Brokerage,International Equity,0.1683,125192.21
A00318,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,Taxable Brokerage,Fixed Income,0.2392,177906.82
A00318,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,Taxable Brokerage,Cash & Equivalents,0.0109,8083.55
A00318,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,Taxable Brokerage,Alternatives,0.13,96726.44
A00319,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,US Equity,0.3816,491200.99
A00319,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,International Equity,0.1887,242866.07
A00319,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Fixed Income,0.2217,285404.03
A00319,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Cash & Equivalents,0.0664,85448.82
A00319,Barbara Ortega,Elise Fontaine,Southeast,High Net Worth,401(k) Rollover,Alternatives,0.1415,182142.35
A00320,Nancy Nguyen,Declan Moreau,West,High Net Worth,Traditional IRA,US Equity,0.3886,397984.66
A00320,Nancy Nguyen,Declan Moreau,West,High Net Worth,Traditional IRA,International Equity,0.1907,195327.05
A00320,Nancy Nguyen,Declan Moreau,West,High Net Worth,Traditional IRA,Fixed Income,0.2192,224527.54
A00320,Nancy Nguyen,Declan Moreau,West,High Net Worth,Traditional IRA,Cash & Equivalents,0.1128,115505.34
A00320,Nancy Nguyen,Declan Moreau,West,High Net Worth,Traditional IRA,Alternatives,0.0887,90836.54
A00321,Nancy Nguyen,Declan Moreau,West,High Net Worth,Trust,US Equity,0.3991,1661013.62
A00321,Nancy Nguyen,Declan Moreau,West,High Net Worth,Trust,International Equity,0.166,690592.66
A00321,Nancy Nguyen,Declan Moreau,West,High Net Worth,Trust,Fixed Income,0.2642,1099463.41
A00321,Nancy Nguyen,Declan Moreau,West,High Net Worth,Trust,Cash & Equivalents,0.0555,231102.29
A00321,Nancy Nguyen,Declan Moreau,West,High Net Worth,Trust,Alternatives,0.1152,479240.75
A00322,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,US Equity,0.3956,325956.85
A00322,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,International Equity,0.1468,120926.33
A00322,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Fixed Income,0.274,225752.8
A00322,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Cash & Equivalents,0.0719,59270.11
A00322,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Traditional IRA,Alternatives,0.1117,92013.26
A00323,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Trust,US Equity,0.3975,482078.55
A00323,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Trust,International Equity,0.2494,302458.34
A00323,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Trust,Fixed Income,0.2276,275984.94
A00323,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Trust,Cash & Equivalents,0.0232,28170.32
A00323,Ronald Nguyen,Tomas Herrera,Northeast,High Net Worth,Trust,Alternatives,0.1023,124111.27
A00324,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Trust,US Equity,0.3688,2875526.56
A00324,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Trust,International Equity,0.2122,1654728.89
A00324,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Trust,Fixed Income,0.1205,939443.96
A00324,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Trust,Cash & Equivalents,0.0608,474381.96
A00324,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Trust,Alternatives,0.2377,1853897.67
A00325,Kevin Yates,Camille Okafor,West,Ultra High Net Worth,Traditional IRA,US Equity,0.3366,1205128.41
